ファイル名,学年,単元名,項目名,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,識別力の推定誤差_300尺度,識別力の推定誤差_theta換算,学習前提単元名,学習前提項目名
m-jh3-A-01-07b-01.txt,中学3年,多項式の計算,(x - a)^2の展開,214.3,4.286,0.0140,0.700,18.0,0.360,0.0038,0.190,加法と減法；多項式の計算,正と負の数の減法；多項式と多項式の乗法（展開）
m-jh3-A-01-07b-02.txt,中学3年,多項式の計算,(x - a)^2の展開,217.3,4.346,0.0144,0.720,18.0,0.360,0.0038,0.190,加法と減法；多項式の計算,正と負の数の減法；多項式と多項式の乗法（展開）
m-jh3-A-01-07s-01.txt,中学3年,多項式の計算,(x - a)^2の展開,230.8,4.616,0.0158,0.790,20.0,0.400,0.0042,0.210,加法と減法；多項式の計算,正と負の数の減法；多項式と多項式の乗法（展開）
m-jh3-A-01-07s-02.txt,中学3年,多項式の計算,(x - a)^2の展開,233.8,4.676,0.0162,0.810,20.0,0.400,0.0042,0.210,加法と減法；多項式の計算,正と負の数の減法；多項式と多項式の乗法（展開）
m-jh3-A-01-08b-01.txt,中学3年,多項式の計算,(a + b)(a -b)の展開,215.3,4.306,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-08b-02.txt,中学3年,多項式の計算,(a + b)(a -b)の展開,218.3,4.366,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-08s-01.txt,中学3年,多項式の計算,(a + b)(a -b)の展開,231.8,4.636,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-08s-02.txt,中学3年,多項式の計算,(a + b)(a -b)の展開,234.8,4.696,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-09b-01.txt,中学3年,多項式の計算,乗法の公式を利用したいろいろな展開,216.4,4.328,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算；多項式の計算；多項式の計算,(x + a)(x + b)の展開；(x + a)^2の展開；(x - a)^2の展開；(a + b)(a -b)の展開
m-jh3-A-01-09b-02.txt,中学3年,多項式の計算,乗法の公式を利用したいろいろな展開,219.4,4.388,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算；多項式の計算；多項式の計算,(x + a)(x + b)の展開；(x + a)^2の展開；(x - a)^2の展開；(a + b)(a -b)の展開
m-jh3-A-01-09s-01.txt,中学3年,多項式の計算,乗法の公式を利用したいろいろな展開,232.9,4.658,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算；多項式の計算；多項式の計算,(x + a)(x + b)の展開；(x + a)^2の展開；(x - a)^2の展開；(a + b)(a -b)の展開
m-jh3-A-01-09s-02.txt,中学3年,多項式の計算,乗法の公式を利用したいろいろな展開,235.9,4.718,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算；多項式の計算；多項式の計算,(x + a)(x + b)の展開；(x + a)^2の展開；(x - a)^2の展開；(a + b)(a -b)の展開
m-jh3-A-01-10b-01.txt,中学3年,多項式の計算,置き換えによる展開,217.4,4.348,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算,乗法の公式を利用したいろいろな展開
m-jh3-A-01-10b-02.txt,中学3年,多項式の計算,置き換えによる展開,220.4,4.408,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算,乗法の公式を利用したいろいろな展開
m-jh3-A-01-10s-01.txt,中学3年,多項式の計算,置き換えによる展開,233.9,4.678,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算,乗法の公式を利用したいろいろな展開
m-jh3-A-01-10s-02.txt,中学3年,多項式の計算,置き換えによる展開,236.9,4.738,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算,乗法の公式を利用したいろいろな展開
m-jh3-A-02-01b-02.txt,中学3年,因数分解,共通因数のくくりだし,221.4,4.428,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,同類項；単項式と多項式の乗法
m-jh3-A-02-01s-01.txt,中学3年,因数分解,共通因数のくくりだし,235.0,4.700,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,同類項；単項式と多項式の乗法
m-jh3-A-02-01s-02.txt,中学3年,因数分解,共通因数のくくりだし,238.0,4.760,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,同類項；単項式と多項式の乗法
m-jh3-A-02-02b-01.txt,中学3年,因数分解,展開公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解,219.5,4.390,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算,(x + a)(x + b)の展開
m-jh3-A-02-02b-02.txt,中学3年,因数分解,展開公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解,222.5,4.450,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算,(x + a)(x + b)の展開
m-jh3-A-02-02s-01.txt,中学3年,因数分解,乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解,236.0,4.720,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算,(x + a)(x + b)の展開
m-jh3-A-02-02s-02.txt,中学3年,因数分解,乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解,239.0,4.780,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算,(x + a)(x + b)の展開
m-jh3-A-02-03b-01.txt,中学3年,因数分解,"(x + a)^2, (x - a)^2の展開公式を利用した因数分解",220.5,4.410,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,(x + a)^2の展開；(x - a)^2の展開
m-jh3-A-02-03b-02.txt,中学3年,因数分解,"(x + a)^2, (x - a)^2の展開公式を利用した因数分解",223.5,4.470,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,(x + a)^2の展開；(x - a)^2の展開
m-jh3-A-02-03s-01.txt,中学3年,因数分解,"(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解",237.1,4.742,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,(x + a)^2の展開；(x - a)^2の展開
m-jh3-A-02-03s-02.txt,中学3年,因数分解,"(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解",240.1,4.802,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,(x + a)^2の展開；(x - a)^2の展開
m-jh3-A-02-04b-01.txt,中学3年,因数分解,(a + b)(a - b)の乗法の公式を利用した因数分解,221.6,4.432,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算,(a + b)(a -b)の展開
m-jh3-A-02-04b-02.txt,中学3年,因数分解,(a + b)(a - b)の乗法の公式を利用した因数分解,224.6,4.492,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算,(a + b)(a -b)の展開
m-jh3-A-02-04s-01.txt,中学3年,因数分解,(a + b)(a - b)の乗法の公式を利用した因数分解,238.1,4.762,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算,(a + b)(a -b)の展開
m-jh3-A-02-04s-02.txt,中学3年,因数分解,(a + b)(a - b)の乗法の公式を利用した因数分解,241.1,4.822,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算,(a + b)(a -b)の展開
m-jh3-A-02-05b-01.txt,中学3年,因数分解,共通因数のくくりだしと乗法の公式を組み合わせた因数分解,222.6,4.452,0.0140,0.700,18.0,0.360,0.0038,0.190,因数分解；因数分解；因数分解；因数分解,"共通因数のくくりだし；乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解"
m-jh3-A-02-05b-02.txt,中学3年,因数分解,共通因数のくくりだしと乗法の公式を組み合わせた因数分解,225.6,4.512,0.0144,0.720,18.0,0.360,0.0038,0.190,因数分解；因数分解；因数分解；因数分解,"共通因数のくくりだし；乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解"
m-jh3-A-02-05s-01.txt,中学3年,因数分解,共通因数のくくりだしと乗法の公式を組み合わせた因数分解,239.1,4.782,0.0158,0.790,20.0,0.400,0.0042,0.210,因数分解；因数分解；因数分解；因数分解,"共通因数のくくりだし；乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解"
m-jh3-A-02-05s-02.txt,中学3年,因数分解,共通因数のくくりだしと乗法の公式を組み合わせた因数分解,242.1,4.842,0.0162,0.810,20.0,0.400,0.0042,0.210,因数分解；因数分解；因数分解；因数分解,"共通因数のくくりだし；乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解"
m-jh3-A-02-06b-01.txt,中学3年,因数分解,おきかえによる因数分解,223.7,4.474,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；因数分解,置き換えによる展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-02-06b-02.txt,中学3年,因数分解,おきかえによる因数分解,226.7,4.534,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；因数分解,置き換えによる展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-02-06s-01.txt,中学3年,因数分解,おきかえによる因数分解,240.2,4.804,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；因数分解,置き換えによる展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-02-06s-02.txt,中学3年,因数分解,おきかえによる因数分解,243.2,4.864,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；因数分解,置き換えによる展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-03-01b-01.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用した計算,224.7,4.494,0.0140,0.700,18.0,0.360,0.0038,0.190,いろいろな計算；多項式の計算；因数分解,四則混合計算；乗法の公式を利用したいろいろな展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-03-01b-02.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用した計算,227.7,4.554,0.0144,0.720,18.0,0.360,0.0038,0.190,いろいろな計算；多項式の計算；因数分解,四則混合計算；乗法の公式を利用したいろいろな展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-03-01s-01.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用した計算,241.2,4.824,0.0158,0.790,20.0,0.400,0.0042,0.210,いろいろな計算；多項式の計算；因数分解,四則混合計算；乗法の公式を利用したいろいろな展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-03-01s-02.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用した計算,244.2,4.884,0.0162,0.810,20.0,0.400,0.0042,0.210,いろいろな計算；多項式の計算；因数分解,四則混合計算；乗法の公式を利用したいろいろな展開；共通因数のくくりだしと乗法の公式を組み合わせた因数分解
m-jh3-A-03-02b-01.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用してから式への値の代入,225.8,4.516,0.0140,0.700,18.0,0.360,0.0038,0.190,文字と式；乗法の公式や因数分解の利用,式の値（代入）；乗法の公式や因数分解を利用した計算
m-jh3-A-03-02b-02.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用してから式への値の代入,228.8,4.576,0.0144,0.720,18.0,0.360,0.0038,0.190,文字と式；乗法の公式や因数分解の利用,式の値（代入）；乗法の公式や因数分解を利用した計算
m-jh3-A-03-02s-01.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用してから式への値の代入,242.3,4.846,0.0158,0.790,20.0,0.400,0.0042,0.210,文字と式；乗法の公式や因数分解の利用,式の値（代入）；乗法の公式や因数分解を利用した計算
m-jh3-A-03-02s-02.txt,中学3年,乗法の公式や因数分解の利用,乗法の公式や因数分解を利用してから式への値の代入,245.3,4.906,0.0162,0.810,20.0,0.400,0.0042,0.210,文字と式；乗法の公式や因数分解の利用,式の値（代入）；乗法の公式や因数分解を利用した計算
m-jh3-A-04-01b-01.txt,中学3年,平方根,2乗するとaになる数（有理数）,226.8,4.536,0.0140,0.700,18.0,0.360,0.0038,0.190,正と負の数；乗法と除法,絶対値；累乗
m-jh3-A-04-01b-02.txt,中学3年,平方根,2乗するとaになる数（有理数）,229.8,4.596,0.0144,0.720,18.0,0.360,0.0038,0.190,正と負の数；乗法と除法,絶対値；累乗
m-jh3-A-04-01s-01.txt,中学3年,平方根,2乗するとaになる数（有理数）,243.3,4.866,0.0158,0.790,20.0,0.400,0.0042,0.210,正と負の数；乗法と除法,絶対値；累乗
m-jh3-A-04-01s-02.txt,中学3年,平方根,2乗するとaになる数（有理数）,246.3,4.926,0.0162,0.810,20.0,0.400,0.0042,0.210,正と負の数；乗法と除法,絶対値；累乗
m-jh3-A-04-02b-01.txt,中学3年,平方根,記号を使って平方根を表す,227.9,4.558,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根,2乗するとaになる数（有理数）
m-jh3-A-04-02b-02.txt,中学3年,平方根,記号を使って平方根を表す,230.9,4.618,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根,2乗するとaになる数（有理数）
m-jh3-A-04-03b-01.txt,中学3年,平方根,根号のついた数を2乗する,228.4,4.568,0.0140,0.700,18.0,0.360,0.0038,0.190,乗法と除法；平方根,累乗；記号を使って平方根を表す
m-jh3-A-04-03b-02.txt,中学3年,平方根,根号のついた数を2乗する,231.4,4.628,0.0144,0.720,18.0,0.360,0.0038,0.190,乗法と除法；平方根,累乗；記号を使って平方根を表す
m-jh3-A-04-03s-01.txt,中学3年,平方根,根号のついた数を2乗する,244.9,4.898,0.0158,0.790,20.0,0.400,0.0042,0.210,乗法と除法；平方根,累乗；記号を使って平方根を表す
m-jh3-A-04-03s-02.txt,中学3年,平方根,根号のついた数を2乗する,247.9,4.958,0.0162,0.810,20.0,0.400,0.0042,0.210,乗法と除法；平方根,累乗；記号を使って平方根を表す
m-jh3-A-04-04b-01.txt,中学3年,平方根,根号をはずせる根号のついた数,229.4,4.588,0.0140,0.700,18.0,0.360,0.0038,0.190,いろいろな計算；平方根,素数と素因数分解；記号を使って平方根を表す
m-jh3-A-04-04b-02.txt,中学3年,平方根,根号をはずせる根号のついた数,232.4,4.648,0.0144,0.720,18.0,0.360,0.0038,0.190,いろいろな計算；平方根,素数と素因数分解；記号を使って平方根を表す
m-jh3-A-04-04s-01.txt,中学3年,平方根,根号をはずせる根号のついた数,245.9,4.918,0.0158,0.790,20.0,0.400,0.0042,0.210,いろいろな計算；平方根,素数と素因数分解；記号を使って平方根を表す
m-jh3-A-04-04s-02.txt,中学3年,平方根,根号をはずせる根号のついた数,248.9,4.978,0.0162,0.810,20.0,0.400,0.0042,0.210,いろいろな計算；平方根,素数と素因数分解；記号を使って平方根を表す
m-jh3-A-04-05b-01.txt,中学3年,平方根,平方根の大小,230.5,4.610,0.0140,0.700,18.0,0.360,0.0038,0.190,正と負の数；平方根,数の大小と不等号；記号を使って平方根を表す
m-jh3-A-04-05b-02.txt,中学3年,平方根,平方根の大小,233.5,4.670,0.0144,0.720,18.0,0.360,0.0038,0.190,正と負の数；平方根,数の大小と不等号；記号を使って平方根を表す
m-jh3-A-04-05s-01.txt,中学3年,平方根,平方根の大小,247.0,4.940,0.0158,0.790,20.0,0.400,0.0042,0.210,正と負の数；平方根,数の大小と不等号；記号を使って平方根を表す
m-jh3-A-04-05s-02.txt,中学3年,平方根,平方根の大小,250.0,5.000,0.0162,0.810,20.0,0.400,0.0042,0.210,正と負の数；平方根,数の大小と不等号；記号を使って平方根を表す
m-jh3-A-04-06b-01.txt,中学3年,平方根,有理数と無理数,231.5,4.630,0.0140,0.700,18.0,0.360,0.0038,0.190,いろいろな計算；平方根,数の集合（数＞整数＞自然数）；記号を使って平方根を表す
m-jh3-A-04-06b-02.txt,中学3年,平方根,有理数と無理数,234.5,4.690,0.0144,0.720,18.0,0.360,0.0038,0.190,いろいろな計算；平方根,数の集合（数＞整数＞自然数）；記号を使って平方根を表す
m-jh3-A-04-06s-01.txt,中学3年,平方根,有理数と無理数,248.0,4.960,0.0158,0.790,20.0,0.400,0.0042,0.210,いろいろな計算；平方根,数の集合（数＞整数＞自然数）；記号を使って平方根を表す
m-jh3-A-04-06s-02.txt,中学3年,平方根,有理数と無理数,251.0,5.020,0.0162,0.810,20.0,0.400,0.0042,0.210,いろいろな計算；平方根,数の集合（数＞整数＞自然数）；記号を使って平方根を表す
m-jh3-A-04-07b-01.txt,中学3年,平方根,平方根の積と商,232.6,4.652,0.0140,0.700,18.0,0.360,0.0038,0.190,乗法と除法；乗法と除法；平方根,正と負の数の乗法；正と負の数の符号が同じ数の除法、符号が異なる数の除法；根号をはずせる根号のついた数
m-jh3-A-04-07b-02.txt,中学3年,平方根,平方根の積と商,235.6,4.712,0.0144,0.720,18.0,0.360,0.0038,0.190,乗法と除法；乗法と除法；平方根,正と負の数の乗法；正と負の数の符号が同じ数の除法、符号が異なる数の除法；根号をはずせる根号のついた数
m-jh3-A-04-07s-01.txt,中学3年,平方根,平方根の積と商,249.1,4.982,0.0158,0.790,20.0,0.400,0.0042,0.210,乗法と除法；乗法と除法；平方根,正と負の数の乗法；正と負の数の符号が同じ数の除法、符号が異なる数の除法；根号をはずせる根号のついた数
m-jh3-A-04-07s-02.txt,中学3年,平方根,平方根の積と商,252.1,5.042,0.0162,0.810,20.0,0.400,0.0042,0.210,乗法と除法；乗法と除法；平方根,正と負の数の乗法；正と負の数の符号が同じ数の除法、符号が異なる数の除法；根号をはずせる根号のついた数
m-jh3-A-04-08b-01.txt,中学3年,平方根,平方根の変形,233.6,4.672,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；平方根,根号をはずせる根号のついた数；平方根の積と商
m-jh3-A-04-08b-02.txt,中学3年,平方根,平方根の変形,236.6,4.732,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；平方根,根号をはずせる根号のついた数；平方根の積と商
m-jh3-A-04-08s-01.txt,中学3年,平方根,平方根の変形,250.1,5.002,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；平方根,根号をはずせる根号のついた数；平方根の積と商
m-jh3-A-04-08s-02.txt,中学3年,平方根,平方根の変形,253.1,5.062,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；平方根,根号をはずせる根号のついた数；平方根の積と商
m-jh3-A-04-09b-01.txt,中学3年,平方根,分母の有理化,234.6,4.692,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；平方根,平方根の積と商；平方根の変形
m-jh3-A-04-09b-02.txt,中学3年,平方根,分母の有理化,237.6,4.752,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；平方根,平方根の積と商；平方根の変形
m-jh3-A-04-09s-01.txt,中学3年,平方根,分母の有理化,251.2,5.024,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；平方根,平方根の積と商；平方根の変形
m-jh3-A-04-09s-02.txt,中学3年,平方根,分母の有理化,254.2,5.084,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；平方根,平方根の積と商；平方根の変形
m-jh3-A-04-10b-01.txt,中学3年,平方根,根号を含む式の乗法や除法,235.7,4.714,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；平方根；平方根,平方根の積と商；平方根の変形；分母の有理化
m-jh3-A-04-10b-02.txt,中学3年,平方根,根号を含む式の乗法や除法,238.7,4.774,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；平方根；平方根,平方根の積と商；平方根の変形；分母の有理化
m-jh3-A-04-10s-01.txt,中学3年,平方根,根号を含む式の乗法や除法,252.2,5.044,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；平方根；平方根,平方根の積と商；平方根の変形；分母の有理化
m-jh3-A-04-10s-02.txt,中学3年,平方根,根号を含む式の乗法や除法,255.2,5.104,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；平方根；平方根,平方根の積と商；平方根の変形；分母の有理化
m-jh3-A-04-11b-01.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数が同じ場合）,236.7,4.734,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；平方根,同類項；根号をはずせる根号のついた数
m-jh3-A-04-11b-02.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数が同じ場合）,239.7,4.794,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；平方根,同類項；根号をはずせる根号のついた数
m-jh3-A-04-11s-01.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数が同じ場合）,253.3,5.066,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；平方根,同類項；根号をはずせる根号のついた数
m-jh3-A-04-11s-02.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数が同じ場合）,256.3,5.126,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；平方根,同類項；根号をはずせる根号のついた数
m-jh3-A-04-12b-01.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）,237.8,4.756,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；平方根,根号をはずせる根号のついた数；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-12b-02.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）,240.8,4.816,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；平方根,根号をはずせる根号のついた数；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-12s-01.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）,254.3,5.086,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；平方根,根号をはずせる根号のついた数；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-12s-02.txt,中学3年,平方根,根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）,257.3,5.146,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；平方根,根号をはずせる根号のついた数；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-13b-01.txt,中学3年,平方根,根号をふくむ式の加法と減法（有理化を利用した計算）,238.8,4.776,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；平方根,分母の有理化；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-13b-02.txt,中学3年,平方根,根号をふくむ式の加法と減法（有理化を利用した計算）,241.8,4.836,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；平方根,分母の有理化；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-13s-01.txt,中学3年,平方根,根号をふくむ式の加法と減法（有理化を利用した計算）,255.3,5.106,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；平方根,分母の有理化；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-13s-02.txt,中学3年,平方根,根号をふくむ式の加法と減法（有理化を利用した計算）,258.3,5.166,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；平方根,分母の有理化；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-14b-01.txt,中学3年,平方根,分配法則を利用した平方根の計算,239.9,4.798,0.0140,0.700,18.0,0.360,0.0038,0.190,いろいろな計算；平方根；平方根,分配法則を利用した計算；根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-14b-02.txt,中学3年,平方根,分配法則を利用した平方根の計算,242.9,4.858,0.0144,0.720,18.0,0.360,0.0038,0.190,いろいろな計算；平方根；平方根,分配法則を利用した計算；根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-14s-01.txt,中学3年,平方根,分配法則を利用した平方根の計算,256.4,5.128,0.0158,0.790,20.0,0.400,0.0042,0.210,いろいろな計算；平方根；平方根,分配法則を利用した計算；根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-14s-02.txt,中学3年,平方根,分配法則を利用した平方根の計算,259.4,5.188,0.0162,0.810,20.0,0.400,0.0042,0.210,いろいろな計算；平方根；平方根,分配法則を利用した計算；根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数が同じ場合）
m-jh3-A-04-15b-01.txt,中学3年,平方根,展開の公式を利用した計算,240.9,4.818,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；平方根,乗法の公式を利用したいろいろな展開；分配法則を利用した平方根の計算
m-jh3-A-04-15b-02.txt,中学3年,平方根,展開の公式を利用した計算,243.9,4.878,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；平方根,乗法の公式を利用したいろいろな展開；分配法則を利用した平方根の計算
m-jh3-A-04-15s-01.txt,中学3年,平方根,乗法の公式を利用した計算,257.4,5.148,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；平方根,乗法の公式を利用したいろいろな展開；分配法則を利用した平方根の計算
m-jh3-A-04-15s-02.txt,中学3年,平方根,乗法の公式を利用した計算,260.4,5.208,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；平方根,乗法の公式を利用したいろいろな展開；分配法則を利用した平方根の計算
m-jh3-A-04-16b-01.txt,中学3年,平方根,平方根の近似値①,242.0,4.840,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根,記号を使って平方根を表す
m-jh3-A-04-16b-02.txt,中学3年,平方根,平方根の近似値①,245.0,4.900,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根,記号を使って平方根を表す
m-jh3-A-04-16s-01.txt,中学3年,平方根,平方根の近似値,258.5,5.170,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根,記号を使って平方根を表す
m-jh3-A-04-16s-02.txt,中学3年,平方根,平方根の近似値,261.5,5.230,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根,記号を使って平方根を表す
m-jh3-A-04-17b-01.txt,中学3年,平方根,平方根の近似値②,243.0,4.860,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；平方根,根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-17b-02.txt,中学3年,平方根,平方根の近似値②,246.0,4.920,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；平方根,根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-17s-01.txt,中学3年,平方根,平方根の計算,259.5,5.190,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；平方根,根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-17s-02.txt,中学3年,平方根,平方根の計算,262.5,5.250,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；平方根,根号を含む式の乗法や除法；根号をふくむ式の加法と減法（根号の中の数を合わせられる場合）
m-jh3-A-04-18b-01.txt,中学3年,平方根,近似値と有効数字,244.0,4.880,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；平方根；平方根,平方根の変形；分母の有理化；平方根の近似値
