ファイル名,問題番号,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,識別力の推定誤差_300尺度,識別力の推定誤差_theta換算
m-jh3-A-04-08b.txt,問題1,233.6,4.672,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-08b.txt,問題2,236.6,4.732,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-08b.txt,問題3,239.6,4.792,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-04-08s.txt,問題1,250.1,5.002,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-08s.txt,問題2,253.1,5.062,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-08s.txt,問題3,256.1,5.122,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-04-09b.txt,問題1,234.6,4.692,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-09b.txt,問題2,237.6,4.752,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-09s.txt,問題1,251.2,5.024,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-09s.txt,問題2,254.2,5.084,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-10b.txt,問題1,235.7,4.714,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-10b.txt,問題2,238.7,4.774,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-10b.txt,問題3,241.7,4.834,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-04-10b.txt,問題4,244.7,4.894,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh3-A-04-10s.txt,問題1,252.2,5.044,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-10s.txt,問題2,255.2,5.104,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-10s.txt,問題3,258.2,5.164,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-04-10s.txt,問題4,261.2,5.224,0.0170,0.850,20.0,0.400,0.0042,0.210
m-jh3-A-04-11b.txt,問題1,236.7,4.734,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-11b.txt,問題2,239.7,4.794,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-11s.txt,問題1,253.3,5.066,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-11s.txt,問題2,256.3,5.126,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-12b.txt,問題1,237.8,4.756,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-12b.txt,問題2,240.8,4.816,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-12s.txt,問題1,254.3,5.086,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-12s.txt,問題2,257.3,5.146,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-13b.txt,問題1,238.8,4.776,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-13b.txt,問題2,241.8,4.836,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-13s.txt,問題1,255.3,5.106,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-13s.txt,問題2,258.3,5.166,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-14b.txt,問題1,239.9,4.798,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-14b.txt,問題2,242.9,4.858,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-14s.txt,問題1,256.4,5.128,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-14s.txt,問題2,259.4,5.188,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-15b.txt,問題1,240.9,4.818,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-15b.txt,問題2,243.9,4.878,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-15b.txt,問題3,246.9,4.938,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-04-15b.txt,問題4,249.9,4.998,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh3-A-04-15s.txt,問題1,257.4,5.148,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-15s.txt,問題2,260.4,5.208,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-15s.txt,問題3,263.4,5.268,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-04-15s.txt,問題4,266.4,5.328,0.0170,0.850,20.0,0.400,0.0042,0.210
m-jh3-A-04-16b.txt,問題1,242.0,4.840,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-16b.txt,問題2,245.0,4.900,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-16s.txt,問題1,258.5,5.170,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-16s.txt,問題2,261.5,5.230,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-17b.txt,問題1,243.0,4.860,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-17b.txt,問題2,246.0,4.920,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-17s.txt,問題1,259.5,5.190,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-17s.txt,問題2,262.5,5.250,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-18b.txt,問題1,244.0,4.880,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-18b.txt,問題2,247.0,4.940,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-18s.txt,問題1,260.6,5.212,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-18s.txt,問題2,263.6,5.272,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-01b.txt,問題1,245.1,4.902,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-01b.txt,問題2,248.1,4.962,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-01b.txt,問題3,251.1,5.022,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-05-02b.txt,問題1,245.6,4.912,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-02b.txt,問題2,248.6,4.972,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-02s.txt,問題1,262.1,5.242,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-02s.txt,問題2,265.1,5.302,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-02s.txt,問題3,268.1,5.362,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-05-03b.txt,問題1,246.7,4.934,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-03b.txt,問題2,249.7,4.994,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-03s.txt,問題1,263.2,5.264,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-03s.txt,問題2,266.2,5.324,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-03s.txt,問題3,269.2,5.384,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-05-04b.txt,問題1,247.7,4.954,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-04b.txt,問題2,250.7,5.014,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-04s.txt,問題1,264.2,5.284,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-04s.txt,問題2,267.2,5.344,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-04s.txt,問題3,270.2,5.404,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-05-05b.txt,問題1,248.7,4.974,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-05b.txt,問題2,251.7,5.034,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-05s.txt,問題1,265.3,5.306,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-05s.txt,問題2,268.3,5.366,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-06b.txt,問題1,249.8,4.996,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-06b.txt,問題2,252.8,5.056,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-06s.txt,問題1,266.3,5.326,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-06s.txt,問題2,269.3,5.386,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-07b.txt,問題1,250.8,5.016,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-07b.txt,問題2,253.8,5.076,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-07s.txt,問題1,267.4,5.348,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-07s.txt,問題2,270.4,5.408,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-08b.txt,問題1,251.9,5.038,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-08b.txt,問題2,254.9,5.098,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-08s.txt,問題1,268.4,5.368,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-08s.txt,問題2,271.4,5.428,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-09b.txt,問題1,252.9,5.058,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-09b.txt,問題2,255.9,5.118,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-09s.txt,問題1,269.4,5.388,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-09s.txt,問題2,272.4,5.448,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-10b.txt,問題1,254.0,5.080,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-10b.txt,問題2,257.0,5.140,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-10b.txt,問題3,260.0,5.200,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-05-10s.txt,問題1,270.5,5.410,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-10s.txt,問題2,273.5,5.470,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-05-10s.txt,問題3,276.5,5.530,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-05-11b.txt,問題1,255.0,5.100,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-05-11b.txt,問題2,258.0,5.160,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-05-11s.txt,問題1,271.5,5.430,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-05-11s.txt,問題2,274.5,5.490,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-B-01-01b.txt,問題1,256.1,5.122,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-01b.txt,問題2,259.1,5.182,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-B-01-02b.txt,問題1,256.6,5.132,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-02b.txt,問題2,259.6,5.192,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-B-01-02b.txt,問題3,262.6,5.252,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-B-01-02b.txt,問題4,265.6,5.312,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh3-B-01-03b.txt,問題1,257.1,5.142,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-03b.txt,問題2,260.1,5.202,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-B-01-04b.txt,問題1,257.6,5.152,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-04b.txt,問題2,260.6,5.212,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-B-01-05b.txt,問題1,258.1,5.162,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-05b.txt,問題2,261.1,5.222,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-B-01-05b.txt,問題3,264.1,5.282,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-B-01-05b.txt,問題4,267.1,5.342,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh3-B-01-06b.txt,問題1,258.7,5.174,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-06b.txt,問題2,261.7,5.234,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-B-01-07b.txt,問題1,259.2,5.184,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-07b.txt,問題2,262.2,5.244,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-B-01-08b.txt,問題1,259.7,5.194,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-09b.txt,問題1,260.2,5.204,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-B-01-10b.txt,問題1,260.8,5.216,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-01b.txt,問題1,261.3,5.226,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-01b.txt,問題2,264.3,5.286,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-01b.txt,問題3,267.3,5.346,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-02b.txt,問題1,261.8,5.236,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-02b.txt,問題2,264.8,5.296,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-02b.txt,問題3,267.8,5.356,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-03b.txt,問題1,262.3,5.246,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-03b.txt,問題2,265.3,5.306,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-03b.txt,問題3,268.3,5.366,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-04b.txt,問題1,262.9,5.258,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-04b.txt,問題2,265.9,5.318,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-04b.txt,問題3,268.9,5.378,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-04s.txt,問題1,279.4,5.588,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-C-01-04s.txt,問題2,282.4,5.648,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-C-01-04s.txt,問題3,285.4,5.708,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-C-01-04s.txt,問題4,288.4,5.768,0.0170,0.850,20.0,0.400,0.0042,0.210
m-jh3-C-01-05b.txt,問題1,263.9,5.278,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-05b.txt,問題2,266.9,5.338,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-05b.txt,問題3,269.9,5.398,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-06b.txt,問題1,264.4,5.288,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-06b.txt,問題2,267.4,5.348,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-06b.txt,問題3,270.4,5.408,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-06b.txt,問題4,273.4,5.468,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh3-C-01-07b.txt,問題1,264.9,5.298,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-07b.txt,問題2,267.9,5.358,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-07b.txt,問題3,270.9,5.418,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-08b.txt,問題1,265.5,5.310,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-08b.txt,問題2,268.5,5.370,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-08b.txt,問題3,271.5,5.430,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-09b.txt,問題1,266.0,5.320,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-09b.txt,問題2,269.0,5.380,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-09b.txt,問題3,272.0,5.440,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-10b.txt,問題1,266.5,5.330,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-10b.txt,問題2,269.5,5.390,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-10b.txt,問題3,272.5,5.450,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-11b.txt,問題1,267.0,5.340,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-11b.txt,問題2,270.0,5.400,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-11b.txt,問題3,273.0,5.460,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-12b.txt,問題1,267.6,5.352,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-12b.txt,問題2,270.6,5.412,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-12b.txt,問題3,273.6,5.472,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-01-13b.txt,問題1,268.1,5.362,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-01-13b.txt,問題2,271.1,5.422,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-01-13b.txt,問題3,274.1,5.482,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-02-01b.txt,問題1,268.6,5.372,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-02-01b.txt,問題2,271.6,5.432,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-02-01b.txt,問題3,274.6,5.492,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-02-02b.txt,問題1,269.1,5.382,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-02-02b.txt,問題2,272.1,5.442,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-02-02b.txt,問題3,275.1,5.502,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-02-02b.txt,問題4,278.1,5.562,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh3-C-02-03b.txt,問題1,269.6,5.392,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-02-03b.txt,問題2,272.6,5.452,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-02-03b.txt,問題3,275.6,5.512,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-02-04b.txt,問題1,270.2,5.404,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-02-05b.txt,問題1,270.7,5.414,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-02-05b.txt,問題2,273.7,5.474,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-02-05b.txt,問題3,276.7,5.534,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-02-06b.txt,問題1,271.2,5.424,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-02-06b.txt,問題2,274.2,5.484,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-02-06b.txt,問題3,277.2,5.544,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-02b.txt,問題1,271.7,5.434,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-02b.txt,問題2,274.7,5.494,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-02b.txt,問題3,277.7,5.554,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-03b.txt,問題1,272.3,5.446,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-03b.txt,問題2,275.3,5.506,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-03b.txt,問題3,278.3,5.566,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-04b.txt,問題1,272.8,5.456,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-04b.txt,問題2,275.8,5.516,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-04b.txt,問題3,278.8,5.576,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-05b.txt,問題1,273.3,5.466,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-05b.txt,問題2,276.3,5.526,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-05b.txt,問題3,279.3,5.586,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-06b.txt,問題1,273.8,5.476,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-06b.txt,問題2,276.8,5.536,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-06b.txt,問題3,279.8,5.596,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-07b.txt,問題1,274.3,5.486,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-07b.txt,問題2,277.3,5.546,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-07b.txt,問題3,280.3,5.606,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-08b.txt,問題1,274.9,5.498,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-08b.txt,問題2,277.9,5.558,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-08b.txt,問題3,280.9,5.618,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-09b.txt,問題1,275.4,5.508,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-09b.txt,問題2,278.4,5.568,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-09b.txt,問題3,281.4,5.628,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-10b.txt,問題1,275.9,5.518,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-10b.txt,問題2,278.9,5.578,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-10b.txt,問題3,281.9,5.638,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-C-03-11b.txt,問題1,276.4,5.528,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-C-03-11b.txt,問題2,279.4,5.588,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-C-03-11b.txt,問題3,282.4,5.648,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-D-01-01b.txt,問題1,277.0,5.540,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-D-01-01b.txt,問題2,280.0,5.600,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-D-01-01b.txt,問題3,283.0,5.660,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-D-01-02b.txt,問題1,277.5,5.550,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-D-01-02b.txt,問題2,280.5,5.610,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-D-01-02b.txt,問題3,283.5,5.670,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-D-01-03b.txt,問題1,278.0,5.560,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-D-01-03b.txt,問題2,281.0,5.620,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-D-01-03b.txt,問題3,284.0,5.680,0.0148,0.740,18.0,0.360,0.0038,0.190
